term_id,term_rank,term_str,n,num,stop,p_stem,pos_max,term_rank2,p,zipf_k,zipf_k2,zipf_k3,df,idf,tfidf_sum
11516,70,we,749,0,1,we,PRP,70,0.06303652583740112,52430,52430,4.412556808618078,121,0.06643374233892978,0.01945224972015773
2868,71,did,735,0,1,did,VBD,71,0.06185827301801044,52185,52185,4.391937384278741,132,0.02864518144953001,0.008424626204419264
11633,72,who,731,0,1,who,WP,72,0.06152162935532739,52632,52632,4.4295573135835715,133,0.02536747168829411,0.007338303150571197
7075,73,now,717,0,1,now,RB,73,0.06034337653593671,52341,52341,4.40506648712338,135,0.018885344160373813,0.0050947639289166775
1011,74,being,705,0,1,be,VBG,74,0.05933344554788756,52170,52170,4.39067497054368,129,0.03862940235613092,0.010106051288253768
10544,75,think,700,0,0,think,VB,75,0.05891264096953375,52500,52500,4.418448072715031,129,0.03862940235613092,0.010944830673758867
11559,76,well,670,0,0,well,RB,76,0.056387813499410876,50920,50920,4.2854738259552265,135,0.018885344160373813,0.004947397315450001
7356,77,own,669,0,1,own,JJ,77,0.056303652583740114,51513,51513,4.335381248947988,133,0.02536747168829411,0.006448330165028126
5165,78,how,668,0,1,how,WRB,78,0.056219491668069346,52104,52104,4.385120350109409,131,0.0319478169996156,0.008259372832659232
5035,79,herself,662,0,1,herself,PRP,79,0.05571452617404477,52298,52298,4.401447567749537,132,0.02864518144953001,0.007422317341896188
6633,80,might,662,0,0,might,MD,79,0.05571452617404477,52960,52298,4.401447567749537,133,0.02536747168829411,0.006276967560125821
6967,81,never,661,0,0,never,RB,80,0.05563036525837401,53541,52880,4.450429220669921,132,0.02864518144953001,0.007618828990577343
10625,82,time,660,0,0,time,NN,81,0.05554620434270325,54120,53460,4.499242551758964,135,0.018885344160373813,0.004699020817205855
9759,83,some,639,0,1,some,DT,82,0.053778825113617236,53037,52398,4.409863659316613,132,0.02864518144953001,0.007138411237401331
6014,84,know,636,0,0,know,VB,83,0.053526342366604945,53424,52788,4.44268641642821,131,0.0319478169996156,0.008116287267936395
981,85,before,634,0,1,befor,IN,84,0.05335802053526342,53890,53256,4.482073724962127,138,0.009340026254143432,0.0023067555649295716
3723,86,every,629,0,0,everi,DT,85,0.05293721595690961,54094,53465,4.499663356337317,134,0.022114314290572288,0.005748253289793826
6258,87,little,602,0,0,littl,JJ,86,0.05066487123379902,52374,51772,4.357178926106716,138,0.009340026254143432,0.00221222188457801
7053,88,nothing,590,0,0,noth,NN,87,0.04965494024574987,51920,51330,4.319979801380239,130,0.0352757603485431,0.00766817182075795
4602,89,good,588,0,0,good,JJ,88,0.04948661841440835,52332,51744,4.354822420467935,133,0.02536747168829411,0.005794476316972858
3440,90,elizabeth,585,0,0,elizabeth,NNP,89,0.04923413566739606,52650,52065,4.3818380743982495,60,0.37106786227173627,0.10771146273465748
1431,91,can,584,0,1,can,MD,90,0.0491499747517253,53144,52560,4.423497727655277,122,0.06285928198063169,0.014307391328972355
10570,92,though,561,0,0,though,IN,91,0.04721427369129776,51612,51051,4.296498905908097,133,0.02536747168829411,0.005699994475428177
11723,93,without,550,0,0,without,IN,92,0.046288503618919376,51150,50600,4.258542332940583,129,0.03862940235613092,0.008122622192687145
7282,94,other,539,0,1,other,JJ,93,0.04536273354654099,50666,50127,4.2187342198283115,139,0.006204312401284783,0.0013633840543518937
1524,95,catherine,538,0,0,catherin,NNP,94,0.04527857263087023,51110,50572,4.256185827301802,57,0.39334425698288855,0.0908462841837265
9777,96,soon,533,0,0,soon,RB,95,0.044857768052516414,51168,50635,4.261487964989059,133,0.02536747168829411,0.0053566484256250555
6801,97,most,529,0,1,most,RBS,96,0.04452112438983336,51313,50784,4.274027941424003,128,0.04200914300751153,0.008568185373398287
4899,98,has,524,0,1,ha,VBZ,97,0.04410031981147955,51352,50828,4.2777310217135165,125,0.05230909964732344,0.011363206965908658
287,99,after,519,0,1,after,IN,98,0.043679515233125736,51381,50862,4.280592492846322,132,0.02864518144953001,0.005880709705075201
10678,100,too,511,0,1,too,RB,99,0.04300622790775964,51100,50589,4.257616562868204,126,0.04884856753781701,0.009135665892095465
294,101,again,499,0,1,again,RB,100,0.041996296919710484,50399,49900,4.199629691971048,124,0.05579742749314487,0.010255879838803824
2402,102,crawford,493,0,0,crawford,NNP,101,0.04149133142568591,50286,49793,4.190624473994277,45,0.49600659888003623,0.07244881928149373
4144,103,first,493,0,0,first,JJ,101,0.04149133142568591,50779,49793,4.190624473994277,129,0.03862940235613092,0.007133281303863022
7292,104,out,482,0,1,out,RP,102,0.04056556135330752,50128,49164,4.137687258037367,113,0.09614066917196015,0.01661489552578168
9133,105,say,481,0,0,say,VB,103,0.04048140043763676,50505,49543,4.169584245076586,130,0.0352757603485431,0.006601778490544575
6523,106,may,477,0,0,may,MD,104,0.04014475677495371,50562,49608,4.175054704595186,126,0.04884856753781701,0.009327236499423103
5757,107,into,471,0,1,into,IN,105,0.039639791280929135,50397,49455,4.162178084497559,127,0.04541539169942305,0.008118103117504815
9587,108,sir,470,0,0,sir,NNP,106,0.039555630365258374,50760,49820,4.192896818717387,74,0.2799873929244037,0.0435719586804564
9250,109,see,454,0,0,see,VB,107,0.03820905571452617,49486,48578,4.0883689614543,129,0.03862940235613092,0.0070190191384373055
4687,110,great,438,0,0,great,JJ,108,0.03686248106379397,48180,47304,3.981147954889749,130,0.0352757603485431,0.006030161484670607
10515,111,then,438,0,1,then,RB,108,0.03686248106379397,48618,47304,3.981147954889749,124,0.05579742749314487,0.009635446586947293
9398,112,shall,435,0,0,shall,MD,109,0.03660999831678169,48720,47415,3.990489816529204,111,0.10389613386872243,0.01755523182793155
44,113,about,434,0,1,about,IN,110,0.03652583740111092,49042,47740,4.017842114122201,128,0.04200914300751153,0.0071266871210663605
10879,114,two,431,0,0,two,CD,111,0.03627335465409864,49134,47841,4.026342366604949,119,0.07367215126284915,0.012462000263844508
11233,115,up,428,0,1,up,RP,112,0.036020871907086346,49220,47936,4.034337653593671,118,0.07733710534925449,0.012144197188812907
6423,116,make,416,0,0,make,VB,113,0.0350109409190372,48256,47008,3.9562363238512033,126,0.04884856753781701,0.00831684891274753
6401,117,made,414,0,0,made,VBD,114,0.034842619087695675,48438,47196,3.972058575997307,132,0.02864518144953001,0.004855462757204867
10571,118,thought,407,0,0,thought,VBD,115,0.03425349267800034,48026,46805,3.939151657970039,123,0.05931400121598193,0.008774274703846294
2572,119,dear,406,0,0,dear,JJ,116,0.03416933176232957,48314,47096,3.9636424844302303,115,0.08852127230176823,0.015025202227467766
6035,120,lady,395,0,0,ladi,NNP,117,0.033243561689951184,47400,46215,3.8894967177242887,103,0.13638188795020773,0.0229024878323537
9590,121,sister,389,0,0,sister,NN,118,0.03273859619592661,47069,45902,3.86315435111934,112,0.10000108998519829,0.015633762106155826
11865,122,young,386,0,0,young,JJ,119,0.032486113448914326,47092,45934,3.865847500420805,111,0.10389613386872243,0.016998736286984714
3718,123,ever,385,0,0,ever,RB,120,0.032401952533243565,47355,46200,3.8882343039892278,122,0.06285928198063169,0.009532142692517119
8314,124,quite,383,0,0,quit,RB,121,0.032233630701902036,47492,46343,3.900269314930146,110,0.10782642749715483,0.015513428061132706
2555,125,day,373,0,0,day,NN,122,0.03139202154519441,46625,45506,3.829826628513718,117,0.08103325090921823,0.012203660136706674
2521,126,darcy,365,0,0,darci,NNP,123,0.030718734219828313,45990,44895,3.7784043090388826,49,0.4590230326268662,0.08019505721996398
3385,127,edmund,365,0,0,edmund,NNP,123,0.030718734219828313,46355,44895,3.7784043090388826,46,0.4864612809738058,0.0518375075462084
847,128,away,365,0,0,away,RB,123,0.030718734219828313,46720,44895,3.7784043090388826,116,0.0847611234284614,0.011841968457827081
4582,129,go,361,0,0,go,VB,124,0.03038209055714526,46569,44764,3.7673792290860124,102,0.14061894089346233,0.018647976877622048
6435,130,man,360,0,0,man,NN,125,0.0302979296414745,46800,45000,3.7872412051843125,115,0.08852127230176823,0.013272111952489622
5853,131,its,359,0,1,it,PRP$,126,0.030213768725803735,47029,45234,3.8069348594512706,118,0.07733710534925449,0.01099897865566216
6220,132,like,354,0,0,like,IN,127,0.029792964147449925,46728,44958,3.7837064467261405,116,0.0847611234284614,0.011550068721172358
5076,133,himself,349,0,1,himself,PRP,128,0.029372159569096112,46417,44672,3.7596364248443024,112,0.10000108998519829,0.012997611111493146
6299,134,long,343,0,0,long,RB,129,0.028867194075071538,45962,44247,3.7238680356842284,116,0.0847611234284614,0.011658817834347255
419,135,always,341,0,0,alway,RB,130,0.028698872243730012,46035,44330,3.7308533916849016,118,0.07733710534925449,0.010816019614315647
4928,136,having,341,0,1,have,VBG,130,0.028698872243730012,46376,44330,3.7308533916849016,118,0.07733710534925449,0.00990310399718087
5155,137,house,340,0,0,hous,NN,131,0.02861471132805925,46580,44540,3.748527183975762,107,0.11983533497017028,0.01526930240545432
5166,138,however,339,0,0,howev,NN,132,0.028530550412388486,46782,44748,3.7660326544352802,120,0.07003786660775509,0.00930583644894015
3965,139,family,337,0,0,famili,NN,133,0.02836222858104696,46843,44821,3.772176401279246,120,0.07003786660775509,0.009959533839859635
6085,140,last,331,0,0,last,JJ,134,0.027857263087022386,46340,44354,3.732873253661,117,0.08103325090921823,0.010811239818883576
8994,141,room,330,0,0,room,NN,135,0.027773102171351625,46530,44550,3.7493687931324695,94,0.17609125905568124,0.022514239365676175
10271,142,sure,329,0,0,sure,JJ,136,0.027688941255680864,46718,44744,3.7656960107725976,109,0.11179261471475627,0.014669409214727478
11511,143,way,320,0,0,way,NN,137,0.026931493014644,45760,43840,3.6896145430062277,118,0.07733710534925449,0.009818457964050243
4067,144,felt,320,0,0,felt,VBD,137,0.026931493014644,46080,43840,3.6896145430062277,117,0.08103325090921823,0.009714694529651369
4548,145,give,318,0,0,give,VB,138,0.026763171183302473,46110,43884,3.693317623295741,116,0.0847611234284614,0.010713130357549857
5122,146,hope,317,0,0,hope,VBP,139,0.02667901026763171,46282,44063,3.708382427200808,114,0.09231426131890733,0.01145165984524733
3709,147,even,316,0,0,even,RB,140,0.02659484935196095,46452,44240,3.723278909274533,111,0.10389613386872243,0.012891693688129884
1441,148,cannot,312,0,0,cannot,VBP,141,0.0262582056892779,46176,43992,3.702407002188184,103,0.13638188795020773,0.016297208717995313
6467,149,many,312,0,0,mani,JJ,141,0.0262582056892779,46488,43992,3.702407002188184,116,0.0847611234284614,0.01138667042311849
3576,150,enough,307,0,0,enough,RB,142,0.025837401110924085,46050,43594,3.66891095775122,110,0.10782642749715483,0.012700589524569254
5016,151,here,299,0,1,here,RB,143,0.02516411378555799,45149,42757,3.5984682713347924,98,0.15799303696288503,0.01751984196673751
1075,152,better,298,0,0,better,JJR,144,0.025079952869887224,45296,42912,3.6115132132637604,114,0.09231426131890733,0.010800581567599185
11237,153,upon,297,0,0,upon,IN,145,0.024995791954216463,45441,43065,3.624389833361387,111,0.10389613386872243,0.012165122493952596
4394,154,friend,295,0,0,friend,NN,146,0.024827470122874937,45430,43070,3.6248106379397407,106,0.12391324739060967,0.014690780510797419
5469,155,indeed,294,0,0,inde,NN,147,0.024743309207204175,45570,43218,3.637266453459014,108,0.1157953571684302,0.013169268753214206
1043,156,bennet,293,0,0,bennet,NNP,148,0.02465914829153341,45708,43364,3.649553947146945,53,0.42494324305459086,0.0702499191702876
7311,157,over,293,0,1,over,IN,148,0.02465914829153341,46001,43364,3.649553947146945,111,0.10389613386872243,0.011594407080442638
11252,158,us,291,0,0,us,PRP,149,0.02449082646019189,45978,43359,3.6491331425685916,102,0.14061894089346233,0.016964891453420592
10559,159,thomas,288,0,0,thoma,NNP,150,0.024238343713179598,45792,43200,3.6357515569769396,40,0.5471591213274175,0.04477830673581396
4055,160,feelings,288,0,0,feel,NNS,150,0.024238343713179598,46080,43200,3.6357515569769396,107,0.11983533497017028,0.013049855678520796
3179,161,done,280,0,0,done,VBN,151,0.0235650563878135,45080,42280,3.558323514559839,101,0.1448977388727373,0.01430484322410374
11706,162,wish,278,0,0,wish,NN,152,0.023396734556471975,45036,42256,3.55630365258374,110,0.10782642749715483,0.011945801785773421
9763,163,something,276,0,0,someth,NN,153,0.02322841272513045,44988,42228,3.553947146944959,108,0.1157953571684302,0.011685415088306377
6655,164,mind,271,0,0,mind,NN,154,0.022807608146776636,44444,41734,3.512371654603602,101,0.1448977388727373,0.015053305461841221
4007,165,father,270,0,0,father,NN,155,0.022723447231105875,44550,41850,3.5221343208214106,92,0.1854312853098246,0.02031196654918334
5942,166,just,269,0,1,just,RB,156,0.022639286315435114,44654,41964,3.531728665207878,104,0.13218577335659956,0.012911031916033343
10539,167,thing,267,0,0,thing,NN,157,0.022470964484093588,44589,41919,3.527941424002693,102,0.14061894089346233,0.016154616833096474
5107,168,home,267,0,0,home,NN,157,0.022470964484093588,44856,41919,3.527941424002693,93,0.18073616410144477,0.019013195869274996
10620,169,till,259,0,0,till,NN,158,0.021797677158727487,43771,40922,3.444032991078943,111,0.10389613386872243,0.010613469594663786
6345,170,love,258,0,0,love,NN,159,0.021713516243056723,43860,41022,3.452449082646019,93,0.18073616410144477,0.019180228173858126
5865,171,jane,258,0,0,jane,NNP,159,0.021713516243056723,44118,41022,3.452449082646019,50,0.45024910831936105,0.06116196098143979
6751,172,moment,257,0,0,moment,NN,160,0.02162935532738596,44204,41120,3.460696852381754,97,0.16244737838913503,0.014159434715005586
1875,173,come,257,0,0,come,VB,160,0.02162935532738596,44461,41120,3.460696852381754,97,0.16244737838913503,0.016607057823372417
6312,174,look,256,0,0,look,VB,161,0.0215451944117152,44544,41216,3.468776300286147,99,0.15358391805783,0.014234230443890774
1347,175,brother,254,0,0,brother,NN,162,0.021376872580373674,44450,41148,3.4630533580205354,79,0.25159202136493847,0.024162660104888604
10005,176,still,253,0,0,still,RB,163,0.021292711664702913,44528,41239,3.4707120013465746,110,0.10782642749715483,0.010386348567059752
1104,177,bingley,253,0,0,bingley,NNP,163,0.021292711664702913,44781,41239,3.4707120013465746,42,0.5259698222574795,0.07304598902259403
9131,178,saw,253,0,0,saw,VBD,163,0.021292711664702913,45034,41239,3.4707120013465746,102,0.14061894089346233,0.013418816950965579
4498,179,general,253,0,0,gener,JJ,163,0.021292711664702913,45287,41239,3.4707120013465746,94,0.17609125905568124,0.017661047683130558
3209,180,down,252,0,1,down,RP,164,0.02120855074903215,45360,41328,3.4782023228412724,101,0.1448977388727373,0.013462801145492566
10369,181,take,252,0,0,take,VB,164,0.02120855074903215,45612,41328,3.4782023228412724,117,0.08103325090921823,0.00817678517114778
7582,182,perhaps,246,0,0,perhap,RB,165,0.020703585255007574,44772,40590,3.4160915670762497,110,0.10782642749715483,0.01033420838855406
4864,183,happy,244,0,0,happi,JJ,166,0.020535263423666048,44652,40504,3.408853728328564,93,0.18073616410144477,0.016599748805975326
395,184,almost,244,0,0,almost,RB,166,0.020535263423666048,44896,40504,3.408853728328564,107,0.11983533497017028,0.011153034940743265
7453,185,part,244,0,0,part,NN,166,0.020535263423666048,45140,40504,3.408853728328564,89,0.19982910601046713,0.017614287991082563
7202,186,oh,242,0,0,oh,NN,167,0.020366941592324526,45012,40414,3.4012792459181957,90,0.19497660321605503,0.018364408387973815
11849,187,yet,241,0,0,yet,RB,168,0.02028278067665376,45067,40488,3.407507153677832,104,0.13218577335659956,0.012131858544281704
1052,188,bertram,241,0,0,bertram,NNP,168,0.02028278067665376,45308,40488,3.407507153677832,46,0.4864612809738058,0.03553323351044901
9255,189,seemed,240,0,0,seem,VBD,169,0.020198619760983,45360,40560,3.413566739606127,101,0.1448977388727373,0.0132558240226953
11608,190,where,240,0,1,where,WRB,169,0.020198619760983,45600,40560,3.413566739606127,101,0.1448977388727373,0.01384617104280954
7757,191,pleasure,239,0,0,pleasur,NN,170,0.02011445884531224,45649,40630,3.4194580037030806,101,0.1448977388727373,0.014242020230872487
4799,192,half,236,0,0,half,PDT,171,0.019861976098299948,45312,40356,3.396397912809291,100,0.14921911265537988,0.013183022681228946
11834,193,yes,236,0,0,ye,NN,171,0.019861976098299948,45548,40356,3.396397912809291,91,0.19017772033428632,0.016228969636606843
4082,194,few,234,0,1,few,JJ,172,0.019693654266958426,45396,40248,3.3873085339168494,104,0.13218577335659956,0.012037484028291572
7700,195,place,234,0,0,place,NN,172,0.019693654266958426,45630,40248,3.3873085339168494,98,0.15799303696288503,0.014191477171901667
6805,196,mother,233,0,0,mother,NN,173,0.01960949335128766,45668,40309,3.3924423497727654,87,0.20969986003676136,0.020402665908947504
4955,197,heart,233,0,0,heart,NN,173,0.01960949335128766,45901,40309,3.3924423497727654,97,0.16244737838913503,0.014125316388145336
1424,198,came,232,0,0,came,VBD,174,0.0195253324356169,45936,40368,3.3974078437973407,98,0.15799303696288503,0.0138666189172288
9088,199,same,230,0,1,same,JJ,175,0.019357010604275374,45770,40250,3.3874768557481905,103,0.13638188795020773,0.01151311745775819
11616,200,while,229,0,1,while,IN,176,0.019272849688604612,45800,40304,3.392021545194412,109,0.11179261471475627,0.009982731753028325
6181,201,letter,229,0,0,letter,NN,176,0.019272849688604612,46029,40304,3.392021545194412,68,0.3167101999491436,0.030768952428392636
535,202,anything,227,0,0,anyth,NN,177,0.019104527857263087,45854,40179,3.3815014307355664,68,0.3167101999491436,0.023218262334841255
10138,203,subject,226,0,0,subject,NN,178,0.019020366941592325,45878,40228,3.3856253156034337,103,0.13638188795020773,0.011958685923132782
8421,204,really,223,0,0,realli,RB,179,0.018767884194580038,45492,39917,3.359451270829827,100,0.14921911265537988,0.01303450882946436
4336,205,found,222,0,0,found,VBD,180,0.018683723278909273,45510,39960,3.3630701902036693,99,0.15358391805783,0.012314173341856489
4595,206,going,220,0,0,go,VBG,181,0.01851540144756775,45320,39820,3.351287662009763,85,0.2198001869410872,0.01745607399883674
6171,207,less,218,0,0,less,JJR,182,0.018347079616226225,45126,39676,3.339168490153173,100,0.14921911265537988,0.012405377750875647
5007,208,henry,218,0,0,henri,NNP,182,0.018347079616226225,45344,39676,3.339168490153173,50,0.45024910831936105,0.03533496191713773
1015,209,believe,214,0,0,believ,VBP,183,0.018010435953543173,44726,39162,3.295909779498401,99,0.15358391805783,0.013270408835218538
502,210,another,210,0,0,anoth,DT,184,0.017673792290860125,44100,38640,3.251977781518263,101,0.1448977388727373,0.011284857406391569
11638,211,whom,210,0,1,whom,WP,184,0.017673792290860125,44310,38640,3.251977781518263,102,0.14061894089346233,0.012186049210912287
9824,212,speak,209,0,0,speak,VB,185,0.017589631375189364,44308,38665,3.254081804410032,101,0.1448977388727373,0.011021679625345386
6313,213,looked,209,0,0,look,VBD,185,0.017589631375189364,44517,38665,3.254081804410032,93,0.18073616410144477,0.014615175389213683
4951,214,heard,208,0,0,heard,VBN,186,0.0175054704595186,44512,38688,3.256017505470459,100,0.14921911265537988,0.012276943319250583
7177,215,off,207,0,1,off,RP,187,0.017421309543847838,44505,38709,3.2577848846995456,95,0.17149550736653213,0.012847958263102303
